Preparation of Training Data time: 27.600 seconds
TRAINING: | Iteration [1/12] | Loss 0.59 | Norm 5.000
TRAINING: | Iteration [4/12] | Loss 0.11 | Norm 2.749
TRAINING: | Iteration [5/12] | Loss 0.13 | Norm 1.681
TRAINING: | Iteration [6/12] | Loss 0.09 | Norm 2.126
TRAINING: | Iteration [7/12] | Loss 0.08 | Norm 1.512
TRAINING: | Iteration [8/12] | Loss 0.10 | Norm 2.341
TRAINING: | Iteration [9/12] | Loss 0.10 | Norm 1.971
TRAINING: | Iteration [10/12] | Loss 0.08 | Norm 3.621
TRAINING: | Iteration [11/12] | Loss 0.09 | Norm 2.687
TRAINING: | Iteration [12/12] | Loss 0.09 | Norm 1.995
Epoch: 984/10000 | Epoch Time: 0.092 seconds
TRAINING: | Iteration [1/12] | Loss 0.10 | Norm 1.913
TRAINING: | Iteration [2/12] | Loss 0.08 | Norm 2.952
TRAINING: | Iteration [3/12] | Loss 0.12 | Norm 4.003
TRAINING: | Iteration [4/12] | Loss 0.12 | Norm 4.355
TRAINING: | Iteration [5/12] | Loss 0.08 | Norm 1.698
TRAINING: | Iteration [6/12] | Loss 0.10 | Norm 2.828
TRAINING: | Iteration [7/12] | Loss 0.14 | Norm 4.738
TRAINING: | Iteration [8/12] | Loss 0.09 | Norm 3.158
TRAINING: | Iteration [9/12] | Loss 0.12 | Norm 2.662
TRAINING: | Iteration [10/12] | Loss 0.08 | Norm 2.662
TRAINING: | Iteration [11/12] | Loss 0.07 | Norm 2.220
TRAINING: | Iteration [12/12] | Loss 0.12 | Norm 3.116
Epoch: 985/10000 | Epoch Time: 0.092 seconds
TRAINING: | Iteration [1/12] | Loss 0.10 | Norm 2.441
TRAINING: | Iteration [2/12] | Loss 0.09 | Norm 1.806
TRAINING: | Iteration [3/12] | Loss 0.10 | Norm 2.291
TRAINING: | Iteration [4/12] | Loss 0.09 | Norm 2.520
TRAINING: | Iteration [5/12] | Loss 0.07 | Norm 2.859
TRAINING: | Iteration [6/12] | Loss 0.09 | Norm 2.155
TRAINING: | Iteration [7/12] | Loss 0.11 | Norm 2.645
TRAINING: | Iteration [8/12] | Loss 0.09 | Norm 2.369
TRAINING: | Iteration [9/12] | Loss 0.06 | Norm 0.926
TRAINING: | Iteration [10/12] | Loss 0.09 | Norm 2.144
TRAINING: | Iteration [11/12] | Loss 0.10 | Norm 1.399
TRAINING: | Iteration [12/12] | Loss 0.09 | Norm 1.947
Epoch: 986/10000 | Epoch Time: 0.092 seconds
TRAINING: | Iteration [1/12] | Loss 0.07 | Norm 3.158
TRAINING: | Iteration [2/12] | Loss 0.08 | Norm 1.599
TRAINING: | Iteration [3/12] | Loss 0.23 | Norm 4.600
TRAINING: | Iteration [4/12] | Loss 0.07 | Norm 1.695
TRAINING: | Iteration [5/12] | Loss 0.10 | Norm 2.530
TRAINING: | Iteration [6/12] | Loss 0.05 | Norm 1.458
TRAINING: | Iteration [7/12] | Loss 0.09 | Norm 2.278
TRAINING: | Iteration [8/12] | Loss 0.26 | Norm 4.238
TRAINING: | Iteration [9/12] | Loss 0.07 | Norm 1.336
TRAINING: | Iteration [10/12] | Loss 0.07 | Norm 0.961
TRAINING: | Iteration [11/12] | Loss 0.10 | Norm 2.711
TRAINING: | Iteration [12/12] | Loss 0.10 | Norm 3.082
Epoch: 987/10000 | Epoch Time: 0.092 seconds
TRAINING: | Iteration [1/12] | Loss 0.10 | Norm 1.604
TRAINING: | Iteration [2/12] | Loss 0.06 | Norm 0.877
TRAINING: | Iteration [3/12] | Loss 0.07 | Norm 1.774
TRAINING: | Iteration [4/12] | Loss 0.08 | Norm 1.968
TRAINING: | Iteration [5/12] | Loss 0.14 | Norm 4.030
TRAINING: | Iteration [6/12] | Loss 0.05 | Norm 1.602
TRAINING: | Iteration [7/12] | Loss 0.17 | Norm 3.399
TRAINING: | Iteration [8/12] | Loss 0.07 | Norm 1.281
TRAINING: | Iteration [9/12] | Loss 0.08 | Norm 1.850
TRAINING: | Iteration [10/12] | Loss 0.11 | Norm 2.129
TRAINING: | Iteration [11/12] | Loss 0.08 | Norm 1.959
TRAINING: | Iteration [12/12] | Loss 0.09 | Norm 2.375
Epoch: 988/10000 | Epoch Time: 0.092 seconds
TRAINING: | Iteration [1/12] | Loss 0.24 | Norm 3.945
TRAINING: | Iteration [2/12] | Loss 0.07 | Norm 2.328
TRAINING: | Iteration [3/12] | Loss 0.10 | Norm 2.496
TRAINING: | Iteration [4/12] | Loss 0.09 | Norm 1.121
TRAINING: | Iteration [5/12] | Loss 0.08 | Norm 0.941
TRAINING: | Iteration [6/12] | Loss 0.31 | Norm 5.000
TRAINING: | Iteration [7/12] | Loss 0.09 | Norm 2.730
TRAINING: | Iteration [8/12] | Loss 0.09 | Norm 2.391
TRAINING: | Iteration [9/12] | Loss 0.13 | Norm 3.442
TRAINING: | Iteration [10/12] | Loss 0.07 | Norm 1.701
TRAINING: | Iteration [11/12] | Loss 0.17 | Norm 3.770
TRAINING: | Iteration [12/12] | Loss 0.10 | Norm 1.676
Epoch: 989/10000 | Epoch Time: 0.092 seconds
TRAINING: | Iteration [1/12] | Loss 0.07 | Norm 2.753
TRAINING: | Iteration [2/12] | Loss 0.09 | Norm 2.056
TRAINING: | Iteration [3/12] | Loss 0.07 | Norm 1.431
TRAINING: | Iteration [4/12] | Loss 0.07 | Norm 2.055
TRAINING: | Iteration [5/12] | Loss 0.13 | Norm 2.836
TRAINING: | Iteration [6/12] | Loss 0.10 | Norm 1.432
TRAINING: | Iteration [7/12] | Loss 0.08 | Norm 2.862
TRAINING: | Iteration [8/12] | Loss 0.09 | Norm 2.455
TRAINING: | Iteration [9/12] | Loss 0.16 | Norm 3.376
TRAINING: | Iteration [10/12] | Loss 0.07 | Norm 1.837
TRAINING: | Iteration [11/12] | Loss 0.10 | Norm 1.780
TRAINING: | Iteration [12/12] | Loss 0.20 | Norm 4.447
Epoch: 990/10000 | Epoch Time: 0.093 seconds
Saving Model
TRAINING: | Iteration [1/12] | Loss 0.12 | Norm 2.711
TRAINING: | Iteration [2/12] | Loss 0.11 | Norm 2.561
TRAINING: | Iteration [3/12] | Loss 0.09 | Norm 1.342
TRAINING: | Iteration [4/12] | Loss 0.08 | Norm 1.928
TRAINING: | Iteration [5/12] | Loss 0.09 | Norm 1.930
TRAINING: | Iteration [6/12] | Loss 0.19 | Norm 3.914
TRAINING: | Iteration [7/12] | Loss 0.09 | Norm 3.158
TRAINING: | Iteration [8/12] | Loss 0.09 | Norm 2.753
TRAINING: | Iteration [9/12] | Loss 0.10 | Norm 1.954
TRAINING: | Iteration [10/12] | Loss 0.08 | Norm 1.185
TRAINING: | Iteration [11/12] | Loss 0.15 | Norm 4.087
TRAINING: | Iteration [12/12] | Loss 0.30 | Norm 4.885
Epoch: 991/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.07 | Norm 2.474
TRAINING: | Iteration [2/12] | Loss 0.11 | Norm 2.814
TRAINING: | Iteration [3/12] | Loss 0.10 | Norm 2.163
TRAINING: | Iteration [4/12] | Loss 0.11 | Norm 2.244
TRAINING: | Iteration [5/12] | Loss 0.22 | Norm 4.849
TRAINING: | Iteration [6/12] | Loss 0.08 | Norm 1.810
TRAINING: | Iteration [7/12] | Loss 0.22 | Norm 4.418
TRAINING: | Iteration [8/12] | Loss 0.06 | Norm 1.633
TRAINING: | Iteration [9/12] | Loss 0.10 | Norm 1.749
TRAINING: | Iteration [10/12] | Loss 0.11 | Norm 2.150
TRAINING: | Iteration [11/12] | Loss 0.09 | Norm 1.465
TRAINING: | Iteration [12/12] | Loss 0.13 | Norm 2.202
Epoch: 992/10000 | Epoch Time: 0.093 seconds
TRAINING: | Iteration [1/12] | Loss 0.05 | Norm 0.780
TRAINING: | Iteration [2/12] | Loss 0.15 | Norm 3.345
TRAINING: | Iteration [3/12] | Loss 0.10 | Norm 2.129
TRAINING: | Iteration [4/12] | Loss 0.10 | Norm 1.517
TRAINING: | Iteration [5/12] | Loss 0.09 | Norm 1.944
TRAINING: | Iteration [6/12] | Loss 0.13 | Norm 3.565
TRAINING: | Iteration [7/12] | Loss 0.08 | Norm 1.083
TRAINING: | Iteration [8/12] | Loss 0.07 | Norm 0.949
TRAINING: | Iteration [9/12] | Loss 0.12 | Norm 2.192
TRAINING: | Iteration [10/12] | Loss 0.10 | Norm 3.014
TRAINING: | Iteration [11/12] | Loss 0.08 | Norm 1.274
TRAINING: | Iteration [12/12] | Loss 0.16 | Norm 3.829
Epoch: 993/10000 | Epoch Time: 0.093 seconds
TRAINING: | Iteration [1/12] | Loss 0.08 | Norm 2.826
TRAINING: | Iteration [2/12] | Loss 0.24 | Norm 4.913
TRAINING: | Iteration [3/12] | Loss 0.06 | Norm 0.773
TRAINING: | Iteration [4/12] | Loss 0.15 | Norm 2.633
TRAINING: | Iteration [5/12] | Loss 0.11 | Norm 3.084
TRAINING: | Iteration [6/12] | Loss 0.07 | Norm 2.060
TRAINING: | Iteration [7/12] | Loss 0.09 | Norm 1.942
TRAINING: | Iteration [8/12] | Loss 0.11 | Norm 3.293
TRAINING: | Iteration [9/12] | Loss 0.12 | Norm 2.877
TRAINING: | Iteration [10/12] | Loss 0.05 | Norm 0.914
TRAINING: | Iteration [11/12] | Loss 0.08 | Norm 1.047
TRAINING: | Iteration [12/12] | Loss 0.09 | Norm 1.535
Epoch: 994/10000 | Epoch Time: 0.092 seconds
TRAINING: | Iteration [1/12] | Loss 0.15 | Norm 2.347
TRAINING: | Iteration [2/12] | Loss 0.06 | Norm 0.497
TRAINING: | Iteration [3/12] | Loss 0.07 | Norm 1.022
TRAINING: | Iteration [4/12] | Loss 0.09 | Norm 2.255
TRAINING: | Iteration [5/12] | Loss 0.12 | Norm 2.958
TRAINING: | Iteration [6/12] | Loss 0.11 | Norm 1.750
TRAINING: | Iteration [7/12] | Loss 0.16 | Norm 3.432
TRAINING: | Iteration [8/12] | Loss 0.06 | Norm 1.051
TRAINING: | Iteration [9/12] | Loss 0.10 | Norm 2.698
TRAINING: | Iteration [10/12] | Loss 0.06 | Norm 1.717
TRAINING: | Iteration [11/12] | Loss 0.17 | Norm 3.677
TRAINING: | Iteration [12/12] | Loss 0.11 | Norm 3.160
Epoch: 995/10000 | Epoch Time: 0.093 seconds
TRAINING: | Iteration [1/12] | Loss 0.06 | Norm 0.852
TRAINING: | Iteration [2/12] | Loss 0.09 | Norm 2.746
TRAINING: | Iteration [3/12] | Loss 0.11 | Norm 1.959
TRAINING: | Iteration [4/12] | Loss 0.08 | Norm 1.653
TRAINING: | Iteration [5/12] | Loss 0.08 | Norm 1.758
TRAINING: | Iteration [6/12] | Loss 0.08 | Norm 1.297
TRAINING: | Iteration [7/12] | Loss 0.08 | Norm 2.351
TRAINING: | Iteration [8/12] | Loss 0.15 | Norm 3.361
TRAINING: | Iteration [9/12] | Loss 0.10 | Norm 1.907
TRAINING: | Iteration [10/12] | Loss 0.10 | Norm 2.411
TRAINING: | Iteration [11/12] | Loss 0.12 | Norm 3.259
TRAINING: | Iteration [12/12] | Loss 0.22 | Norm 3.754
Epoch: 996/10000 | Epoch Time: 0.093 seconds
TRAINING: | Iteration [1/12] | Loss 0.07 | Norm 0.643
TRAINING: | Iteration [2/12] | Loss 0.11 | Norm 1.381
TRAINING: | Iteration [3/12] | Loss 0.06 | Norm 0.814
TRAINING: | Iteration [4/12] | Loss 0.07 | Norm 1.695
TRAINING: | Iteration [5/12] | Loss 0.07 | Norm 1.855
TRAINING: | Iteration [6/12] | Loss 0.07 | Norm 2.014
TRAINING: | Iteration [7/12] | Loss 0.19 | Norm 2.731
TRAINING: | Iteration [8/12] | Loss 0.06 | Norm 1.279
TRAINING: | Iteration [9/12] | Loss 0.07 | Norm 0.829
TRAINING: | Iteration [10/12] | Loss 0.08 | Norm 3.205
TRAINING: | Iteration [11/12] | Loss 0.24 | Norm 4.789
TRAINING: | Iteration [12/12] | Loss 0.14 | Norm 2.757
Epoch: 997/10000 | Epoch Time: 0.092 seconds
TRAINING: | Iteration [1/12] | Loss 0.13 | Norm 2.743
TRAINING: | Iteration [2/12] | Loss 0.08 | Norm 2.076
TRAINING: | Iteration [3/12] | Loss 0.16 | Norm 4.171
TRAINING: | Iteration [4/12] | Loss 0.08 | Norm 1.787
TRAINING: | Iteration [5/12] | Loss 0.12 | Norm 2.362
TRAINING: | Iteration [6/12] | Loss 0.08 | Norm 1.513
TRAINING: | Iteration [7/12] | Loss 0.08 | Norm 1.592
TRAINING: | Iteration [8/12] | Loss 0.10 | Norm 2.205
TRAINING: | Iteration [9/12] | Loss 0.09 | Norm 2.584
TRAINING: | Iteration [10/12] | Loss 0.11 | Norm 1.969
TRAINING: | Iteration [11/12] | Loss 0.07 | Norm 2.156
TRAINING: | Iteration [12/12] | Loss 0.07 | Norm 1.791
Epoch: 998/10000 | Epoch Time: 0.092 seconds
TRAINING: | Iteration [1/12] | Loss 0.06 | Norm 0.662
TRAINING: | Iteration [2/12] | Loss 0.07 | Norm 0.787
TRAINING: | Iteration [3/12] | Loss 0.06 | Norm 0.691
TRAINING: | Iteration [4/12] | Loss 0.18 | Norm 3.705
TRAINING: | Iteration [5/12] | Loss 0.07 | Norm 1.223
TRAINING: | Iteration [6/12] | Loss 0.08 | Norm 1.407
TRAINING: | Iteration [7/12] | Loss 0.08 | Norm 2.367
TRAINING: | Iteration [8/12] | Loss 0.07 | Norm 1.337
TRAINING: | Iteration [9/12] | Loss 0.08 | Norm 1.134
TRAINING: | Iteration [10/12] | Loss 0.09 | Norm 1.803
TRAINING: | Iteration [11/12] | Loss 0.05 | Norm 0.695
TRAINING: | Iteration [12/12] | Loss 0.07 | Norm 1.502
Epoch: 999/10000 | Epoch Time: 0.092 seconds
TRAINING: | Iteration [1/12] | Loss 0.09 | Norm 1.476
TRAINING: | Iteration [2/12] | Loss 0.07 | Norm 1.363
TRAINING: | Iteration [3/12] | Loss 0.08 | Norm 0.872
TRAINING: | Iteration [4/12] | Loss 0.12 | Norm 2.255
TRAINING: | Iteration [5/12] | Loss 0.20 | Norm 4.091
TRAINING: | Iteration [6/12] | Loss 0.09 | Norm 1.924
TRAINING: | Iteration [7/12] | Loss 0.06 | Norm 1.000
TRAINING: | Iteration [8/12] | Loss 0.06 | Norm 1.032
TRAINING: | Iteration [9/12] | Loss 0.08 | Norm 1.524
TRAINING: | Iteration [10/12] | Loss 0.07 | Norm 1.967
TRAINING: | Iteration [11/12] | Loss 0.06 | Norm 0.718
TRAINING: | Iteration [12/12] | Loss 0.20 | Norm 3.459
Epoch: 1000/10000 | Epoch Time: 0.093 seconds
Saving Model
Preparation of Training Data time: 70.897 seconds
TRAINING: | Iteration [1/12] | Loss 0.09 | Norm 1.169
TRAINING: | Iteration [2/12] | Loss 0.10 | Norm 1.248
TRAINING: | Iteration [3/12] | Loss 0.11 | Norm 1.412
TRAINING: | Iteration [4/12] | Loss 0.09 | Norm 0.944
TRAINING: | Iteration [5/12] | Loss 0.27 | Norm 4.491
TRAINING: | Iteration [6/12] | Loss 0.11 | Norm 1.990
TRAINING: | Iteration [7/12] | Loss 0.11 | Norm 2.275
TRAINING: | Iteration [8/12] | Loss 0.09 | Norm 1.224
TRAINING: | Iteration [9/12] | Loss 0.10 | Norm 1.690
TRAINING: | Iteration [10/12] | Loss 0.06 | Norm 0.984
TRAINING: | Iteration [11/12] | Loss 0.10 | Norm 2.055
TRAINING: | Iteration [12/12] | Loss 0.14 | Norm 2.193
Epoch: 1001/10000 | Epoch Time: 0.116 seconds
TRAINING: | Iteration [1/12] | Loss 0.07 | Norm 1.260
TRAINING: | Iteration [2/12] | Loss 0.11 | Norm 2.239
TRAINING: | Iteration [3/12] | Loss 0.13 | Norm 2.233
TRAINING: | Iteration [4/12] | Loss 0.11 | Norm 2.041
TRAINING: | Iteration [5/12] | Loss 0.25 | Norm 4.021
TRAINING: | Iteration [6/12] | Loss 0.10 | Norm 2.409
TRAINING: | Iteration [7/12] | Loss 0.10 | Norm 1.829
TRAINING: | Iteration [8/12] | Loss 0.11 | Norm 2.175
TRAINING: | Iteration [9/12] | Loss 0.12 | Norm 2.322
TRAINING: | Iteration [10/12] | Loss 0.11 | Norm 3.335
TRAINING: | Iteration [11/12] | Loss 0.19 | Norm 3.067
TRAINING: | Iteration [12/12] | Loss 0.20 | Norm 4.350
Epoch: 1002/10000 | Epoch Time: 0.105 seconds
TRAINING: | Iteration [1/12] | Loss 0.09 | Norm 1.729
TRAINING: | Iteration [2/12] | Loss 0.16 | Norm 2.737
TRAINING: | Iteration [3/12] | Loss 0.06 | Norm 0.854
TRAINING: | Iteration [4/12] | Loss 0.08 | Norm 0.849
TRAINING: | Iteration [5/12] | Loss 0.07 | Norm 0.993
TRAINING: | Iteration [6/12] | Loss 0.08 | Norm 1.717
TRAINING: | Iteration [7/12] | Loss 0.10 | Norm 1.409
TRAINING: | Iteration [8/12] | Loss 0.08 | Norm 2.232
TRAINING: | Iteration [9/12] | Loss 0.08 | Norm 1.802
TRAINING: | Iteration [10/12] | Loss 0.08 | Norm 0.902
TRAINING: | Iteration [11/12] | Loss 0.28 | Norm 4.487
TRAINING: | Iteration [12/12] | Loss 0.08 | Norm 2.460
Epoch: 1003/10000 | Epoch Time: 0.106 seconds
TRAINING: | Iteration [1/12] | Loss 0.11 | Norm 2.143
TRAINING: | Iteration [2/12] | Loss 0.13 | Norm 2.997
TRAINING: | Iteration [3/12] | Loss 0.07 | Norm 1.338
TRAINING: | Iteration [4/12] | Loss 0.10 | Norm 1.638
TRAINING: | Iteration [5/12] | Loss 0.09 | Norm 2.374
TRAINING: | Iteration [6/12] | Loss 0.07 | Norm 1.458
TRAINING: | Iteration [7/12] | Loss 0.12 | Norm 1.950
TRAINING: | Iteration [8/12] | Loss 0.09 | Norm 1.410
TRAINING: | Iteration [9/12] | Loss 0.08 | Norm 2.032
TRAINING: | Iteration [10/12] | Loss 0.20 | Norm 3.119
TRAINING: | Iteration [11/12] | Loss 0.09 | Norm 0.974
TRAINING: | Iteration [12/12] | Loss 0.10 | Norm 2.766
Epoch: 1004/10000 | Epoch Time: 0.117 seconds
TRAINING: | Iteration [1/12] | Loss 0.10 | Norm 1.645
TRAINING: | Iteration [2/12] | Loss 0.13 | Norm 2.914
TRAINING: | Iteration [3/12] | Loss 0.20 | Norm 4.196
TRAINING: | Iteration [4/12] | Loss 0.10 | Norm 2.366
TRAINING: | Iteration [5/12] | Loss 0.09 | Norm 2.380
TRAINING: | Iteration [6/12] | Loss 0.13 | Norm 2.492
TRAINING: | Iteration [7/12] | Loss 0.12 | Norm 2.593
TRAINING: | Iteration [8/12] | Loss 0.12 | Norm 2.207
TRAINING: | Iteration [9/12] | Loss 0.10 | Norm 3.141
TRAINING: | Iteration [10/12] | Loss 0.10 | Norm 1.601
TRAINING: | Iteration [11/12] | Loss 0.15 | Norm 3.300
TRAINING: | Iteration [12/12] | Loss 0.18 | Norm 4.172
Epoch: 1005/10000 | Epoch Time: 0.118 seconds
TRAINING: | Iteration [1/12] | Loss 0.16 | Norm 3.150
TRAINING: | Iteration [2/12] | Loss 0.10 | Norm 3.953
TRAINING: | Iteration [3/12] | Loss 0.10 | Norm 2.101
TRAINING: | Iteration [4/12] | Loss 0.21 | Norm 4.614
TRAINING: | Iteration [5/12] | Loss 0.09 | Norm 1.473
TRAINING: | Iteration [6/12] | Loss 0.12 | Norm 2.300
TRAINING: | Iteration [7/12] | Loss 0.11 | Norm 1.934
TRAINING: | Iteration [8/12] | Loss 0.12 | Norm 2.222
TRAINING: | Iteration [9/12] | Loss 0.15 | Norm 3.582
TRAINING: | Iteration [10/12] | Loss 0.11 | Norm 2.212
TRAINING: | Iteration [11/12] | Loss 0.11 | Norm 2.368
TRAINING: | Iteration [12/12] | Loss 0.14 | Norm 1.232
Epoch: 1006/10000 | Epoch Time: 0.102 seconds
TRAINING: | Iteration [1/12] | Loss 0.12 | Norm 2.004
TRAINING: | Iteration [2/12] | Loss 0.12 | Norm 2.802
TRAINING: | Iteration [3/12] | Loss 0.07 | Norm 1.208
TRAINING: | Iteration [4/12] | Loss 0.11 | Norm 2.129
TRAINING: | Iteration [5/12] | Loss 0.12 | Norm 1.530
TRAINING: | Iteration [6/12] | Loss 0.08 | Norm 1.662
TRAINING: | Iteration [7/12] | Loss 0.09 | Norm 1.048
TRAINING: | Iteration [8/12] | Loss 0.13 | Norm 1.910
TRAINING: | Iteration [9/12] | Loss 0.08 | Norm 0.905
TRAINING: | Iteration [10/12] | Loss 0.10 | Norm 1.777
TRAINING: | Iteration [11/12] | Loss 0.09 | Norm 2.218
TRAINING: | Iteration [12/12] | Loss 0.19 | Norm 4.088
Epoch: 1007/10000 | Epoch Time: 0.101 seconds
TRAINING: | Iteration [1/12] | Loss 0.09 | Norm 1.625
TRAINING: | Iteration [2/12] | Loss 0.07 | Norm 2.324
TRAINING: | Iteration [3/12] | Loss 0.11 | Norm 2.241
TRAINING: | Iteration [4/12] | Loss 0.10 | Norm 3.622
TRAINING: | Iteration [5/12] | Loss 0.08 | Norm 1.957
TRAINING: | Iteration [6/12] | Loss 0.11 | Norm 2.228
TRAINING: | Iteration [7/12] | Loss 0.10 | Norm 2.325
TRAINING: | Iteration [8/12] | Loss 0.07 | Norm 1.264
TRAINING: | Iteration [9/12] | Loss 0.12 | Norm 2.507
TRAINING: | Iteration [10/12] | Loss 0.10 | Norm 2.837
TRAINING: | Iteration [11/12] | Loss 0.08 | Norm 1.655
TRAINING: | Iteration [12/12] | Loss 0.08 | Norm 0.865
Epoch: 1008/10000 | Epoch Time: 0.102 seconds
TRAINING: | Iteration [1/12] | Loss 0.11 | Norm 2.192
TRAINING: | Iteration [2/12] | Loss 0.14 | Norm 4.303
TRAINING: | Iteration [3/12] | Loss 0.13 | Norm 2.849
TRAINING: | Iteration [4/12] | Loss 0.07 | Norm 2.640
TRAINING: | Iteration [5/12] | Loss 0.13 | Norm 4.601
TRAINING: | Iteration [6/12] | Loss 0.09 | Norm 1.275
TRAINING: | Iteration [7/12] | Loss 0.09 | Norm 2.295
TRAINING: | Iteration [8/12] | Loss 0.07 | Norm 1.448
TRAINING: | Iteration [9/12] | Loss 0.16 | Norm 2.985
TRAINING: | Iteration [10/12] | Loss 0.09 | Norm 0.814
TRAINING: | Iteration [11/12] | Loss 0.17 | Norm 3.685
TRAINING: | Iteration [12/12] | Loss 0.17 | Norm 2.971
Epoch: 1009/10000 | Epoch Time: 0.103 seconds
TRAINING: | Iteration [1/12] | Loss 0.06 | Norm 1.884
TRAINING: | Iteration [2/12] | Loss 0.07 | Norm 1.440
TRAINING: | Iteration [3/12] | Loss 0.08 | Norm 1.186
TRAINING: | Iteration [4/12] | Loss 0.14 | Norm 3.312
TRAINING: | Iteration [5/12] | Loss 0.09 | Norm 2.593
TRAINING: | Iteration [6/12] | Loss 0.11 | Norm 4.114
TRAINING: | Iteration [7/12] | Loss 0.11 | Norm 1.903
TRAINING: | Iteration [8/12] | Loss 0.09 | Norm 1.430
TRAINING: | Iteration [9/12] | Loss 0.16 | Norm 3.206
TRAINING: | Iteration [10/12] | Loss 0.11 | Norm 2.066
TRAINING: | Iteration [11/12] | Loss 0.09 | Norm 3.299
TRAINING: | Iteration [12/12] | Loss 0.13 | Norm 3.461
Epoch: 1010/10000 | Epoch Time: 0.102 seconds
Saving Model
TRAINING: | Iteration [1/12] | Loss 0.12 | Norm 2.831
TRAINING: | Iteration [2/12] | Loss 0.08 | Norm 1.481
TRAINING: | Iteration [3/12] | Loss 0.11 | Norm 3.073
TRAINING: | Iteration [4/12] | Loss 0.15 | Norm 3.294
TRAINING: | Iteration [5/12] | Loss 0.08 | Norm 1.673
TRAINING: | Iteration [6/12] | Loss 0.09 | Norm 2.011
TRAINING: | Iteration [7/12] | Loss 0.16 | Norm 3.548
TRAINING: | Iteration [8/12] | Loss 0.14 | Norm 1.938
TRAINING: | Iteration [9/12] | Loss 0.08 | Norm 3.243
TRAINING: | Iteration [10/12] | Loss 0.15 | Norm 3.073
TRAINING: | Iteration [11/12] | Loss 0.08 | Norm 1.256
TRAINING: | Iteration [12/12] | Loss 0.13 | Norm 1.810
Epoch: 1011/10000 | Epoch Time: 0.107 seconds
TRAINING: | Iteration [1/12] | Loss 0.13 | Norm 2.773
TRAINING: | Iteration [2/12] | Loss 0.21 | Norm 5.000
TRAINING: | Iteration [3/12] | Loss 0.10 | Norm 1.112
TRAINING: | Iteration [4/12] | Loss 0.16 | Norm 2.852
TRAINING: | Iteration [5/12] | Loss 0.14 | Norm 3.758
TRAINING: | Iteration [6/12] | Loss 0.08 | Norm 2.977
TRAINING: | Iteration [7/12] | Loss 0.10 | Norm 1.608
TRAINING: | Iteration [8/12] | Loss 0.13 | Norm 2.633
TRAINING: | Iteration [9/12] | Loss 0.17 | Norm 2.863
TRAINING: | Iteration [10/12] | Loss 0.10 | Norm 2.316
TRAINING: | Iteration [11/12] | Loss 0.16 | Norm 2.151
TRAINING: | Iteration [12/12] | Loss 0.09 | Norm 2.036
Epoch: 1012/10000 | Epoch Time: 0.118 seconds
TRAINING: | Iteration [1/12] | Loss 0.08 | Norm 1.741
TRAINING: | Iteration [2/12] | Loss 0.12 | Norm 3.336
TRAINING: | Iteration [3/12] | Loss 0.12 | Norm 2.287
TRAINING: | Iteration [4/12] | Loss 0.09 | Norm 0.792
TRAINING: | Iteration [5/12] | Loss 0.07 | Norm 1.063
TRAINING: | Iteration [6/12] | Loss 0.10 | Norm 2.825
TRAINING: | Iteration [7/12] | Loss 0.16 | Norm 3.911
TRAINING: | Iteration [8/12] | Loss 0.14 | Norm 3.994
TRAINING: | Iteration [9/12] | Loss 0.11 | Norm 2.474
TRAINING: | Iteration [10/12] | Loss 0.07 | Norm 1.139
TRAINING: | Iteration [11/12] | Loss 0.10 | Norm 2.816
TRAINING: | Iteration [12/12] | Loss 0.11 | Norm 2.970
Epoch: 1013/10000 | Epoch Time: 0.116 seconds
TRAINING: | Iteration [1/12] | Loss 0.07 | Norm 1.108
TRAINING: | Iteration [2/12] | Loss 0.12 | Norm 4.640
TRAINING: | Iteration [3/12] | Loss 0.10 | Norm 2.063
TRAINING: | Iteration [4/12] | Loss 0.25 | Norm 4.036
TRAINING: | Iteration [5/12] | Loss 0.11 | Norm 1.895
TRAINING: | Iteration [6/12] | Loss 0.11 | Norm 2.957
TRAINING: | Iteration [7/12] | Loss 0.11 | Norm 2.690
TRAINING: | Iteration [8/12] | Loss 0.14 | Norm 3.366
TRAINING: | Iteration [9/12] | Loss 0.08 | Norm 2.803
TRAINING: | Iteration [10/12] | Loss 0.27 | Norm 4.498
TRAINING: | Iteration [11/12] | Loss 0.12 | Norm 3.163
TRAINING: | Iteration [12/12] | Loss 0.12 | Norm 2.268
Epoch: 1014/10000 | Epoch Time: 0.100 seconds
TRAINING: | Iteration [1/12] | Loss 0.16 | Norm 4.252
TRAINING: | Iteration [2/12] | Loss 0.14 | Norm 3.181
TRAINING: | Iteration [3/12] | Loss 0.09 | Norm 1.398
TRAINING: | Iteration [4/12] | Loss 0.11 | Norm 2.861
TRAINING: | Iteration [5/12] | Loss 0.17 | Norm 3.399
TRAINING: | Iteration [6/12] | Loss 0.07 | Norm 0.890
TRAINING: | Iteration [7/12] | Loss 0.09 | Norm 1.648
TRAINING: | Iteration [8/12] | Loss 0.09 | Norm 1.155
TRAINING: | Iteration [9/12] | Loss 0.11 | Norm 2.596
TRAINING: | Iteration [10/12] | Loss 0.10 | Norm 1.936
TRAINING: | Iteration [11/12] | Loss 0.12 | Norm 2.113
TRAINING: | Iteration [12/12] | Loss 0.10 | Norm 2.549
Epoch: 1015/10000 | Epoch Time: 0.103 seconds
TRAINING: | Iteration [1/12] | Loss 0.10 | Norm 1.869
